document,topic,gamma
scopus_4536,5,0.0016728233694757188
scopus_4545,5,0.009612797777849222
scopus_4546,5,0.5195770128488754
scopus_4560,5,0.0070536097267486445
scopus_4568,5,0.008938954145507943
scopus_4569,5,0.5282945920438507
scopus_4572,5,0.008504906683884325
scopus_4574,5,0.005639300604961166
scopus_4577,5,0.014048037363683567
scopus_4591,5,0.7692553943364278
scopus_4597,5,0.3338079259400065
scopus_4611,5,0.01124680396535305
scopus_462,5,0.29155348711261625
scopus_4640,5,0.03241417950558348
scopus_4682,5,0.0022382155006570115
scopus_4686,5,0.007309575434901363
scopus_4701,5,0.11780443333270132
scopus_4704,5,0.014209249229820491
scopus_4713,5,0.01141436363454118
scopus_4714,5,0.014966829587616793
scopus_4720,5,0.005315470413851639
scopus_4723,5,0.025211978486769916
scopus_4741,5,0.006930705993843082
scopus_4746,5,0.009221409054763322
scopus_478,5,0.03683344508830702
scopus_4797,5,0.05278907333287484
scopus_480,5,0.005677706461992575
scopus_4800,5,0.01351361671846298
scopus_4804,5,0.06109755300039304
scopus_4806,5,0.002483375109393555
scopus_4809,5,0.0026253106125505247
scopus_4822,5,0.007887561791622796
scopus_4824,5,0.17197211320833622
scopus_4826,5,0.0038689384638022346
scopus_4834,5,0.012834912655770902
scopus_486,5,0.012927568856949033
scopus_4864,5,0.00431368718752889
scopus_4867,5,0.11231288257628369
scopus_4870,5,0.010437112218655096
scopus_4873,5,0.0356823482011911
scopus_4879,5,0.4243470101053045
scopus_4882,5,0.08285463614700468
scopus_4884,5,0.01954547411479816
scopus_489,5,0.09716752695078908
scopus_4892,5,0.006771680318755629
scopus_4894,5,0.0029083959121685168
scopus_49,5,0.37530767513751645
scopus_490,5,0.016579338659079134
scopus_4902,5,0.008316959217811398
scopus_4905,5,0.005988072530951936
scopus_4907,5,0.004219995184785517
scopus_4914,5,0.27819493722707644
scopus_4916,5,0.08305474725791459
scopus_4918,5,0.025865479392959325
scopus_4928,5,0.0017135295469773702
scopus_4936,5,0.038451873106957996
scopus_4944,5,0.005651731029866693
scopus_4954,5,0.015041051506511745
scopus_4960,5,0.030282332145577122
scopus_497,5,0.002409747094057449
scopus_4974,5,0.04810769198163882
scopus_4984,5,0.004837408230711897
scopus_4989,5,0.009150765661263485
scopus_5004,5,0.014664169933588222
scopus_5021,5,0.06293831659858048
scopus_5046,5,0.013418164320623477
scopus_5075,5,0.0611461769627277
scopus_5084,5,0.005291803594244469
scopus_5103,5,0.1634493838649845
scopus_5109,5,0.008082760826568954
scopus_5110,5,0.004310175364098703
scopus_5112,5,0.022397968069599636
scopus_5119,5,0.9460392191046588
scopus_5127,5,0.007345306452880297
scopus_5139,5,0.012495688684146045
scopus_5140,5,0.016188710113608507
scopus_517,5,0.005795088818689846
scopus_5187,5,0.010521130786209795
scopus_5190,5,0.011689832600338991
scopus_5191,5,0.010589911933532259
scopus_5208,5,0.036650018838360665
scopus_5229,5,0.04334606847077093
scopus_5246,5,0.9639881103042005
scopus_5249,5,0.0016013278477587404
scopus_5251,5,0.4636341969047435
scopus_5262,5,0.18099415384507664
scopus_5279,5,0.0067843213480417875
scopus_5299,5,0.0014485926761729402
scopus_530,5,0.25218306453196987
scopus_5303,5,0.39228633572570554
scopus_5314,5,0.56488660620079445
scopus_5317,5,0.013321744729195673
scopus_532,5,0.008189889398976953
scopus_533,5,0.2812395989786271
scopus_5343,5,0.029930043715677007
scopus_5355,5,0.02544180944425799
scopus_5358,5,0.44984429809216764
scopus_5360,5,0.01202738022634908
scopus_5366,5,0.020966573759604996
scopus_5379,5,0.01518949076418486
scopus_5380,5,0.08413495976924662
scopus_5383,5,0.5085266087995846
scopus_5389,5,0.004879109139146756
scopus_5402,5,0.02616826893319607
scopus_5408,5,0.5015424823867842
scopus_5411,5,0.011414502981621255
scopus_5416,5,0.003951616958117343
scopus_5421,5,0.011936889511704725
scopus_5445,5,0.826672203527671
scopus_5449,5,0.5834024731558941
scopus_5453,5,0.003180385512675351
scopus_5461,5,0.003020915142458604
scopus_5464,5,0.009689533501175355
scopus_5473,5,0.03936360621834431
scopus_5492,5,0.03635533350174405
scopus_550,5,0.2678732243202849
scopus_5505,5,0.03232864809519328
scopus_5533,5,0.21543760077697066
scopus_5542,5,0.0023955647520427434
scopus_5546,5,0.019568233649962654
scopus_555,5,0.38044556521623274
scopus_556,5,0.015933122535202238
scopus_5562,5,0.007629108132431996
scopus_5577,5,0.013118773211197468
scopus_558,5,0.5079125210203537
scopus_5594,5,0.0679845752936138
scopus_561,5,0.49616514845108417
scopus_5614,5,0.023350125459504694
scopus_5615,5,0.027126464660807873
scopus_5635,5,0.009282803977877447
scopus_57,5,0.01615558585210803
scopus_582,5,0.05575113418245658
scopus_584,5,0.008206419982774693
scopus_586,5,0.007650371344099537
scopus_588,5,0.007500345035514237
scopus_593,5,0.01282185298916837
scopus_60,5,0.004457489884125168
scopus_604,5,0.0065629394780752194
scopus_631,5,0.03979477204311743
scopus_633,5,0.46448697076194595
scopus_65,5,0.007491112192535979
scopus_652,5,0.014330287485475728
scopus_657,5,0.001660619765650283
scopus_658,5,0.007934293398786119
scopus_66,5,0.015856684061231092
scopus_660,5,0.021225596162524233
scopus_671,5,0.03881521933808308
scopus_673,5,0.03288199360424099
scopus_684,5,0.036903130245108454
scopus_69,5,0.028321138170413356
scopus_696,5,0.0076597917262646005
scopus_703,5,0.0053001332211259095
scopus_705,5,0.02022160925636652
scopus_706,5,0.03217908328853001
scopus_715,5,0.8188922944359222
scopus_719,5,0.007583472795981679
scopus_720,5,0.011661314565186603
scopus_735,5,0.09557748517592891
scopus_740,5,0.6453488732470041
scopus_743,5,0.015601004878946629
scopus_744,5,0.3768965217590962
scopus_751,5,0.0017320234842037143
scopus_759,5,0.005806817400383696
scopus_762,5,0.01674538886776873
scopus_764,5,0.6295792347519595
scopus_774,5,0.013898553062672238
scopus_775,5,0.0023937275021556014
scopus_777,5,0.016268846783218594
scopus_779,5,0.011080359447676892
scopus_78,5,0.012317125750478908
scopus_800,5,0.05260563838092443
scopus_804,5,0.007040413134676564
scopus_807,5,0.006389693840153161
scopus_838,5,0.006829044486016589
scopus_842,5,0.057059750233728536
scopus_843,5,0.23352039668123098
scopus_848,5,0.6826182391389123
scopus_854,5,0.0030128300141176174
scopus_859,5,0.00819338806416493
scopus_861,5,0.07576508132497023
scopus_866,5,0.003208040876562124
scopus_871,5,0.5442206167163909
scopus_873,5,0.009377554711676384
scopus_878,5,0.002418404280981532
scopus_884,5,0.009566469546688983
scopus_898,5,0.008040938491285576
scopus_90,5,0.013457411421459153
scopus_903,5,0.2172500319498945
scopus_911,5,0.0113578915863938
scopus_920,5,0.0029098816993364295
scopus_938,5,0.004976581201890814
scopus_940,5,0.008378251655141297
scopus_942,5,0.007409347775303925
scopus_955,5,0.15683058420766088
scopus_956,5,0.006699287440071045
scopus_959,5,0.010805092169468828
scopus_963,5,0.031683676460340454
scopus_982,5,0.008720928167087649
scopus_985,5,0.013427964562042248
scopus_986,5,0.0069895545793401
scopus_987,5,0.007090528386871302
scopus_991,5,0.0321974005598774
scopus_1000,5,0.6098790833850416
scopus_1005,5,0.22762002211851862
scopus_1016,5,0.4758930356786076
scopus_1017,5,0.18023018265155435
scopus_1032,5,0.0064185497774594145
scopus_1035,5,0.02834153444251744
scopus_1037,5,0.036790352418750824
scopus_1038,5,0.5681881740762005
scopus_1041,5,0.012635785008354031
scopus_105,5,0.005550492947100678
scopus_1052,5,0.005284628455970727
scopus_1058,5,0.017824429459515224
scopus_1072,5,0.009390765227013452
scopus_1085,5,0.006748642053110718
scopus_1090,5,0.014745767970872469
scopus_1093,5,0.012097717363016337
scopus_1095,5,0.2907704660242818
scopus_110,5,0.007590459138466801
scopus_1100,5,0.1354279511905943
scopus_1101,5,0.010912382782492512
scopus_1105,5,0.04502180346844866
scopus_1113,5,0.01189386737955423
scopus_1118,5,0.0038451064008409347
scopus_112,5,0.01607782779673524
scopus_1126,5,0.4628756823399535
scopus_1128,5,0.09639516565316893
scopus_1129,5,0.04469061476566861
scopus_1136,5,0.010838048368029552
scopus_1143,5,0.05223327781906454
scopus_1144,5,0.006014347686429189
scopus_1146,5,0.001576165111009015
scopus_1150,5,0.008445355732269207
scopus_1151,5,0.022696757862568518
scopus_116,5,0.1418969540695727
scopus_1161,5,0.5297819900603158
scopus_1180,5,0.008625320652307618
scopus_1183,5,0.010510087023564384
scopus_1188,5,0.003463530760760669
scopus_1207,5,0.01100432536251538
scopus_1216,5,0.009286219118452874
scopus_1219,5,0.18919297834824722
scopus_1222,5,0.15614302223654059
scopus_1226,5,0.36015510805474593
scopus_1228,5,0.8046086820411781
scopus_123,5,0.010172022929040488
scopus_1235,5,0.025687485188040905
scopus_1244,5,0.04330535883205114
scopus_1256,5,0.044946501936844956
scopus_1257,5,0.009304526020330172
scopus_1262,5,0.8037205488385131
scopus_1268,5,0.005637427970483445
scopus_1269,5,0.01513031340936866
scopus_127,5,0.04899333502106058
scopus_1272,5,0.6194357060324587
scopus_1283,5,0.008623322510911476
scopus_1285,5,0.09843684587390714
scopus_1299,5,0.206818151020192
scopus_1304,5,0.010070227634984566
scopus_1310,5,0.006534952710415326
scopus_1313,5,0.006509082044594581
scopus_1316,5,0.4175721819112133
scopus_1317,5,0.35072709368371646
scopus_1321,5,0.04180234170043352
scopus_1322,5,0.22512812712713606
scopus_1331,5,0.11643356102837012
scopus_1336,5,0.012896003873820946
scopus_1346,5,0.1661095267970586
scopus_1354,5,0.007492177244650657
scopus_136,5,0.09052342457477718
scopus_1362,5,0.014179375674183849
scopus_1371,5,0.010920443286387678
scopus_1377,5,0.0041215148085904955
scopus_1383,5,0.020521254200140622
scopus_1400,5,0.015928346144444556
scopus_1411,5,0.18501830499103203
scopus_1434,5,0.005402591574148687
scopus_1435,5,0.006692440827488091
scopus_1447,5,0.6483687093809776
scopus_1454,5,0.12128415992295727
scopus_146,5,0.1782800808313867
scopus_1461,5,0.08715004577626999
scopus_1471,5,0.022853954476053318
scopus_1473,5,0.5382772820129791
scopus_148,5,0.037016564979355585
scopus_1488,5,0.004938071295890087
scopus_1492,5,0.7727733904486519
scopus_1494,5,0.07153113045006665
scopus_15,5,0.022385638849465275
scopus_150,5,0.010855128694728105
scopus_1505,5,0.005880813653090408
scopus_1520,5,0.041316543951067826
scopus_1529,5,0.045970334590603255
scopus_1533,5,0.3134725010605626
scopus_1538,5,0.0049624048421763505
scopus_1542,5,0.004141955276384625
scopus_1546,5,0.015688857375848592
scopus_1547,5,0.010745162663845753
scopus_1555,5,0.2059681094033674
scopus_1556,5,0.3768125889764137
scopus_1558,5,0.13589923637943765
scopus_156,5,0.0739727168353219
scopus_1564,5,0.00723289080530522
scopus_1570,5,0.004079750184730028
scopus_1574,5,0.01083275878239278
scopus_1577,5,0.02164490256602549
scopus_1582,5,0.17881991867142302
scopus_1587,5,0.0054581303456424975
scopus_1591,5,0.02264498078556613
scopus_1593,5,0.011452834454571204
scopus_160,5,0.0035424986690736045
scopus_1602,5,0.007196678406438543
scopus_1615,5,0.004190590645113486
scopus_1622,5,0.03514800362636289
scopus_1623,5,0.010429897535961642
scopus_1627,5,0.0181932136428532
scopus_1629,5,0.027210287284313715
scopus_1637,5,0.47480044930526744
scopus_1647,5,0.0021423660705097223
scopus_1648,5,0.009342608323470081
scopus_165,5,0.35261214755704673
scopus_1650,5,0.006530383963422618
scopus_1651,5,0.14016862030667812
scopus_1655,5,0.008484787758113448
scopus_1659,5,0.00988433551028075
scopus_1665,5,0.010171815040632805
scopus_1669,5,0.01311351150071209
scopus_1671,5,0.009840040538345269
scopus_1682,5,0.008403941137561786
scopus_169,5,0.1818598423991708
scopus_1696,5,0.10317143126993189
scopus_1709,5,0.008569781756656278
scopus_1730,5,0.007211959531843147
scopus_1745,5,0.4057967771576392
scopus_1753,5,0.011183231760000089
scopus_1754,5,0.08369300249704846
scopus_1756,5,0.1088403951577635
scopus_176,5,0.43127624916050517
scopus_1766,5,0.01905408707434709
scopus_1775,5,0.010792709262234775
scopus_1777,5,0.1260061274202741
scopus_1779,5,0.5230444072328205
scopus_178,5,0.017250165202868387
scopus_1780,5,0.09549015154694193
scopus_1789,5,0.03737754239540526
scopus_179,5,0.036672595536697265
scopus_1793,5,0.09280967319741691
scopus_1799,5,0.04088876480176328
scopus_1805,5,0.005677867883788089
scopus_1806,5,0.21110708183914853
scopus_181,5,0.012368726259164598
scopus_1813,5,0.05481099618929809
scopus_183,5,0.004929293292280679
scopus_1837,5,0.004355722563612744
scopus_1840,5,0.004993801651755223
scopus_1850,5,0.12624751252564503
scopus_1864,5,0.008017368970797373
scopus_1867,5,0.043792060513226365
scopus_1871,5,0.3511632733354426
scopus_1873,5,0.008749495805497292
scopus_1877,5,0.002956274869769873
scopus_19,5,0.01128076013645272
scopus_1909,5,0.002450481541545701
scopus_1911,5,0.04806579219586539
scopus_1913,5,0.001562508989459185
scopus_1916,5,0.18337262785638414
scopus_192,5,0.3227938955548394
scopus_193,5,0.09447268370898836
scopus_1934,5,0.004535959435443269
scopus_1938,5,0.008654721015806997
scopus_1940,5,0.013891386777352474
scopus_1941,5,0.02127325996099085
scopus_1947,5,0.006345075895122039
scopus_1949,5,0.01732394139080293
scopus_1950,5,0.016025797625707376
scopus_1953,5,0.00925033005880078
scopus_1956,5,0.009005446040804457
scopus_1959,5,0.36404208490099255
scopus_1962,5,0.004914273193648107
scopus_1964,5,0.0198554129425643
scopus_1969,5,0.006520278666017971
scopus_1980,5,0.006317465743220277
scopus_1984,5,0.007041624223006684
scopus_1993,5,0.02585153792924789
scopus_2005,5,0.004538869661930596
scopus_2009,5,0.047396198553137536
scopus_2012,5,0.27701842888760003
scopus_2022,5,0.22747198818044126
scopus_203,5,0.010292008111961534
scopus_2033,5,0.011300459858240141
scopus_2035,5,0.011588440289408293
scopus_2040,5,0.50153184693494135
scopus_2042,5,0.006159001657471186
scopus_2054,5,0.01612757352747599
scopus_2060,5,0.012503778517631188
scopus_2063,5,0.0019484479037383054
scopus_2067,5,0.35222904775934805
scopus_207,5,0.08225937929513459
scopus_2070,5,0.007640280051851828
scopus_2071,5,0.007282579452874505
scopus_2081,5,0.0024703053507397856
scopus_2088,5,0.003298918483024789
scopus_209,5,0.6949350738618925
scopus_2107,5,0.03929903783061072
scopus_2108,5,0.004513286686436775
scopus_2113,5,0.006840282783805579
scopus_2116,5,0.1824842525411028
scopus_2133,5,0.013129205109664558
scopus_214,5,0.01450536520181087
scopus_2144,5,0.01370402266821714
scopus_2145,5,0.002657051424126608
scopus_2149,5,0.022950388860958487
scopus_2154,5,0.0010915280475077042
scopus_2155,5,0.0094796131204926
scopus_2173,5,0.01904814344308325
scopus_2175,5,0.011027228249775168
scopus_2177,5,0.024964425901638714
scopus_2182,5,0.012474807767587883
scopus_219,5,0.04243029494170202
scopus_2190,5,0.281205479913425
scopus_2193,5,0.006042358118927982
scopus_2194,5,0.1511374896450968
scopus_2195,5,0.02112851263269811
scopus_2202,5,0.014610994703478097
scopus_2206,5,0.005390912380106176
scopus_2212,5,0.26771598606719393
scopus_2221,5,0.10082009432929365
scopus_2222,5,0.8352473914631096
scopus_2226,5,0.012149102325397917
scopus_2235,5,0.006744985896164557
scopus_2243,5,0.008367466271240187
scopus_2250,5,0.040326051140660846
scopus_2259,5,0.007241290768405114
scopus_2273,5,0.015915653772684633
scopus_2274,5,0.008669777117100876
scopus_2285,5,0.0388782157167954
scopus_2286,5,0.0032257874929422638
scopus_2292,5,0.006802489468950697
scopus_2298,5,0.02849777842371823
scopus_2309,5,0.006609925219864606
scopus_2313,5,0.14613348610811205
scopus_2316,5,0.011216633929711116
scopus_233,5,0.015051284885068806
scopus_2335,5,0.4831113834901491
scopus_2336,5,0.3519083158483137
scopus_2350,5,0.008625145211457535
scopus_2355,5,0.004734435854508726
scopus_2356,5,0.014718361059395692
scopus_2371,5,0.0710717633415367
scopus_238,5,0.023788308926489147
scopus_2384,5,0.021859036848751092
scopus_2417,5,0.22575707198031172
scopus_2418,5,0.037426251729429746
scopus_2427,5,0.014657487725885205
scopus_2429,5,0.014273302966327431
scopus_243,5,0.004174555614420542
scopus_2441,5,0.3407877236597046
scopus_2447,5,0.004421224535411461
scopus_2452,5,0.01667398382532099
scopus_2457,5,0.5289367491159856
scopus_2466,5,0.007763529444835242
scopus_247,5,0.802590510128287
scopus_2481,5,0.009404265846759541
scopus_2482,5,0.0379743956473062
scopus_2492,5,0.008472936706662574
scopus_2493,5,0.03715027449014528
scopus_2498,5,0.005734716285426982
scopus_25,5,0.6181187224870163
scopus_2502,5,0.00437949840391733
scopus_2505,5,0.004495428605302913
scopus_2513,5,0.10782109125343431
scopus_2514,5,0.33510091081408233
scopus_2517,5,0.010076227103598321
scopus_2519,5,0.06737187645436986
scopus_253,5,0.22455644440454003
scopus_2536,5,0.008778196470489432
scopus_2543,5,0.05676515928570508
scopus_2549,5,0.06924841153711886
scopus_255,5,0.008632865887023267
scopus_2550,5,0.010325816810926956
scopus_2551,5,0.010915249402203333
scopus_2555,5,0.01050023567837052
scopus_256,5,0.013055340091421484
scopus_2564,5,0.009010079534667056
scopus_2573,5,0.006030764395157425
scopus_2576,5,0.009080305960379727
scopus_2577,5,0.006505749140087654
scopus_2578,5,0.027904110874795784
scopus_2581,5,0.0020720437926171915
scopus_2588,5,0.5390429783699824
scopus_2592,5,0.05405145224483085
scopus_2598,5,0.030221208134551907
scopus_2599,5,0.12365689497406945
scopus_2603,5,0.005009149746463572
scopus_2604,5,0.024986543705204884
scopus_2608,5,0.012062415876997303
scopus_2609,5,0.01750319283070603
scopus_261,5,0.9110356499754112
scopus_2614,5,0.007542055947573358
scopus_2616,5,0.30343824627775173
scopus_2629,5,0.011445446027534998
scopus_2642,5,0.005087508353249821
scopus_2645,5,0.009726820557564535
scopus_2646,5,0.013792909028109758
scopus_2648,5,0.005186725562526706
scopus_2649,5,0.008186345090223151
scopus_2656,5,0.08648218442592007
scopus_2660,5,0.01625152451476421
scopus_2667,5,0.0045900968719426215
scopus_2675,5,0.008527620603401183
scopus_2684,5,0.008501510960150326
scopus_2689,5,0.004882341151121448
scopus_2693,5,0.007451281946454701
scopus_2701,5,0.005121140132870723
scopus_2705,5,0.0383404441358187
scopus_2707,5,0.262261313353697
scopus_2718,5,0.006769643664606862
scopus_2723,5,0.006499671293573081
scopus_2724,5,0.005395376386255082
scopus_2738,5,0.008040235383739144
scopus_2745,5,0.1478604714556119
scopus_275,5,0.003602234861118111
scopus_2766,5,0.003285236810403793
scopus_2776,5,0.01113751633095132
scopus_2796,5,0.3016108577005965
scopus_2797,5,0.0046739510113182085
scopus_2805,5,0.06787824545969337
scopus_2812,5,0.01642241460706954
scopus_2815,5,0.02637704559682548
scopus_2817,5,0.2162126999549067
scopus_2820,5,0.039556097191029045
scopus_2823,5,0.006016395366596662
scopus_2825,5,0.04184508549034251
scopus_2826,5,0.009973750355902748
scopus_2828,5,0.013839833295987173
scopus_2832,5,0.006447845823053972
scopus_2833,5,0.021792275419165872
scopus_2837,5,0.2905248696986569
scopus_2859,5,0.31852315293510597
scopus_286,5,0.011586130622763476
scopus_2861,5,0.5794644370766996
scopus_2864,5,0.3729986704930469
scopus_2868,5,0.006778891521768673
scopus_2873,5,0.010115146991427546
scopus_2889,5,0.024838343565834684
scopus_2890,5,0.007362649974725049
scopus_2896,5,0.01615327844487157
scopus_2900,5,0.4374781115532499
scopus_2907,5,0.007117691978603062
scopus_2914,5,0.0054765329617569546
scopus_2919,5,0.08262819227081489
scopus_2931,5,0.004027259941434582
scopus_2936,5,0.004675414292242143
scopus_2950,5,0.1334771848087366
scopus_2951,5,0.07971808410465163
scopus_2954,5,0.010306401949455177
scopus_2963,5,0.022860629240315608
scopus_2964,5,0.06517071650942735
scopus_297,5,0.00804438414704853
scopus_2970,5,0.06032677401592626
scopus_2978,5,0.07332789197642073
scopus_2981,5,0.3822640416893695
scopus_2996,5,0.004952065968766433
scopus_3007,5,0.004149258736053155
scopus_3009,5,0.006095971855124302
scopus_302,5,0.4175131305514202
scopus_3024,5,0.18832055671373765
scopus_3027,5,0.014488000807483017
scopus_3036,5,0.009994637135019982
scopus_3038,5,0.003149899377446657
scopus_3043,5,0.008759853034672365
scopus_3047,5,0.041497257214563876
scopus_3049,5,0.023204065312550103
scopus_3051,5,0.3105544275896989
scopus_3065,5,0.1954125431927053
scopus_3071,5,0.16157768502589132
scopus_3074,5,0.009223182745079108
scopus_3077,5,0.0052698109774752255
scopus_308,5,0.09817370004044085
scopus_3086,5,0.00691351800533637
scopus_3097,5,0.006288460158989273
scopus_3103,5,0.004811716866950127
scopus_3113,5,0.25257965517422765
scopus_3116,5,0.004134055595601604
scopus_3156,5,0.002177407095243022
scopus_3158,5,0.0034540040570844826
scopus_3167,5,0.0035950307059037954
scopus_3171,5,0.06822711638298583
scopus_3186,5,0.02029817569910411
scopus_3193,5,0.01375519372167939
scopus_320,5,0.004024395559444124
scopus_3205,5,0.004990814521310187
scopus_3209,5,0.014688374545194347
scopus_3210,5,0.007246848416827249
scopus_3220,5,0.006587802942117069
scopus_3221,5,0.8727451252948599
scopus_3230,5,0.7223096498647743
scopus_3241,5,0.008517494135834837
scopus_3257,5,0.010738917045878779
scopus_3264,5,0.009471993646405875
scopus_3280,5,0.002949620685151485
scopus_3286,5,0.011394362125649501
scopus_3288,5,0.006744044725179502
scopus_3292,5,0.016693488434674435
scopus_3295,5,0.023169830524179282
scopus_332,5,0.007977269915986745
scopus_3329,5,0.031231278291769755
scopus_3340,5,0.009259864847460659
scopus_3343,5,0.06049722853871384
scopus_3344,5,0.009128868060604398
scopus_335,5,0.02391800755579452
scopus_3354,5,0.003753733658181733
scopus_3365,5,0.009425056562758551
scopus_3368,5,0.005530930625277679
scopus_337,5,0.44547538305169104
scopus_338,5,0.005970152315651596
scopus_3381,5,0.02035182473300293
scopus_3382,5,0.004711961819204695
scopus_341,5,0.007644733293745849
scopus_342,5,0.09735529453148499
scopus_3431,5,0.0072108174698159895
scopus_3443,5,0.007054482993326732
scopus_3453,5,0.007497244595329482
scopus_347,5,0.01775190847381107
scopus_3471,5,0.008008563972922163
scopus_3476,5,0.09679832670398729
scopus_3490,5,0.6272478094367068
scopus_3496,5,0.005830368963923301
scopus_3499,5,0.011144440523849553
scopus_3508,5,0.4227319786055288
scopus_3512,5,0.0032813335381821265
scopus_3520,5,0.011462285397844144
scopus_3522,5,0.0021362170446506666
scopus_3533,5,0.008418891766726808
scopus_3546,5,0.14761704654686067
scopus_3549,5,0.006043810341999611
scopus_3552,5,0.004116785901936448
scopus_3562,5,0.03580896232151953
scopus_357,5,0.006626380069818983
scopus_3598,5,0.5815205159992894
scopus_3600,5,0.22094486505365554
scopus_3605,5,0.007856496188549522
scopus_3610,5,0.1492669589725573
scopus_3618,5,0.013899056154358033
scopus_3628,5,0.008189430365955892
scopus_3631,5,0.004850936040584257
scopus_3634,5,0.005876364312535739
scopus_3636,5,0.009323846762866657
scopus_3637,5,0.006515343919615544
scopus_3639,5,0.009701208216454862
scopus_3640,5,0.0060500476527865134
scopus_3642,5,0.003906368108270754
scopus_3647,5,0.08324463796781198
scopus_3654,5,0.012707681992582067
scopus_3657,5,0.027567157249513575
scopus_3662,5,0.006803610967797886
scopus_3665,5,0.014029394180627942
scopus_3666,5,0.006281854531660802
scopus_3671,5,0.1901583527471283
scopus_3676,5,0.03844757341485968
scopus_368,5,0.0053646397399332016
scopus_3685,5,0.008076262119505106
scopus_3690,5,0.3242778409321978
scopus_3696,5,0.013428902885106462
scopus_3706,5,0.020319634885536005
scopus_3708,5,0.0033531875500320395
scopus_3710,5,0.0073320464268377405
scopus_3720,5,0.4677187894448178
scopus_3722,5,0.007542173711824374
scopus_3741,5,0.4675528902133996
scopus_3743,5,0.008090808589909711
scopus_3745,5,0.04040278534183503
scopus_3746,5,0.01749928228363269
scopus_3750,5,0.5074996301507184
scopus_3752,5,0.015256207333017312
scopus_3758,5,0.006807478979262622
scopus_3764,5,0.702780974458514
scopus_3769,5,0.009532071211377089
scopus_3781,5,0.0016027088542142657
scopus_3783,5,0.009276886695382963
scopus_3784,5,0.012030901931794862
scopus_3785,5,0.015223208745997852
scopus_379,5,0.037794552368428075
scopus_3792,5,0.009259317575322414
scopus_3796,5,0.006936911220430399
scopus_380,5,0.2167888811779587
scopus_3818,5,0.21103650011050656
scopus_383,5,0.01654778672689202
scopus_3835,5,0.018192305478448075
scopus_3847,5,0.008707853941186944
scopus_3859,5,0.009004599760664016
scopus_3864,5,0.010107246150658125
scopus_3876,5,0.11015203988495004
scopus_388,5,0.13221621621855228
scopus_3892,5,0.005025029332078304
scopus_3893,5,0.023585728695835258
scopus_3900,5,0.03830828129068051
scopus_3901,5,0.08633712120515576
scopus_3915,5,0.007268018551907214
scopus_3917,5,0.1991081821091497
scopus_3919,5,0.005918167921716692
scopus_3923,5,0.015833030291579675
scopus_3930,5,0.011130524091513643
scopus_3936,5,0.12547622045343304
scopus_3943,5,0.05276007351734132
scopus_3945,5,0.05191701175510019
scopus_3949,5,0.4819843729270049
scopus_3951,5,0.0061355016629460035
scopus_3957,5,0.008154083712832626
scopus_3961,5,0.027913317388957398
scopus_3966,5,0.05398202665924022
scopus_397,5,0.01103700930810639
scopus_3975,5,0.009652481427623602
scopus_3979,5,0.01206145937836783
scopus_3983,5,0.007049039301402647
scopus_399,5,0.12944263672559023
scopus_3991,5,0.6080198036440344
scopus_4,5,0.3654533367258799
scopus_4000,5,0.4647065101013136
scopus_4003,5,0.009939582956602128
scopus_4017,5,0.023927776731495206
scopus_4019,5,0.020900685485378524
scopus_4021,5,0.0559061172052428
scopus_4029,5,0.040167747604721055
scopus_4031,5,0.5360086167010305
scopus_4037,5,0.03368773411127292
scopus_4051,5,0.003911505582926471
scopus_4052,5,0.012105054540167144
scopus_4054,5,0.018562228357369023
scopus_4064,5,0.013201227238793642
scopus_4071,5,0.01874866461912412
scopus_4075,5,0.006655864429815509
scopus_4076,5,0.34678442550657146
scopus_409,5,0.007807574778794626
scopus_4095,5,0.14807853693840128
scopus_4097,5,0.009243417528401245
scopus_4099,5,0.002795623049829567
scopus_410,5,0.013597602571943299
scopus_4102,5,0.029587127373941452
scopus_4103,5,0.007528596572828719
scopus_4108,5,0.005602325768997626
scopus_4123,5,0.003232123705488477
scopus_4125,5,0.0058854426086406
scopus_4127,5,0.5801944446343054
scopus_4139,5,0.032828256596254324
scopus_414,5,0.006893481623903531
scopus_4154,5,0.008044168727501034
scopus_4155,5,0.10289281314172968
scopus_4158,5,0.016242853457595238
scopus_4160,5,0.0029988011271445125
scopus_4168,5,0.0040214982148451565
scopus_4179,5,0.028842971463405778
scopus_4181,5,0.08811279381737047
scopus_4185,5,0.2933273173663947
scopus_4191,5,0.0026542714351336393
scopus_4214,5,0.06588733139196251
scopus_4223,5,0.03171818083176629
scopus_4245,5,0.019929318289801264
scopus_4247,5,0.02078289190315313
scopus_4248,5,0.012010989331302874
scopus_4254,5,0.012827801755886974
scopus_4266,5,0.0031821372759029977
scopus_4274,5,0.6901120312749637
scopus_4278,5,0.004926132332808391
scopus_428,5,0.006059359571574836
scopus_4282,5,0.21770419764179388
scopus_4288,5,0.8029985800227067
scopus_4291,5,0.7387892735486832
scopus_4298,5,0.005011676538217128
scopus_4299,5,0.007762178385785409
scopus_4302,5,0.011658128946546742
scopus_4310,5,0.005753188374214045
scopus_4314,5,0.08697811366753538
scopus_4320,5,0.006266563576224914
scopus_4322,5,0.0021545622951548
scopus_4324,5,0.008521088321607412
scopus_4326,5,0.0023889759032603326
scopus_4327,5,0.38348265032054896
scopus_4328,5,0.002850785393290805
scopus_4333,5,0.0072088741198836955
scopus_4335,5,0.009077107153995437
scopus_4340,5,0.030453503977463135
